file,n,m,cap_factor,corr,replication,threads,br_threads,find_status,find_found,find_time,find_cuts,find_br_calls,find_first_pne_time
2-20-2-uncorr-7.txt,2,20,0.2,uncorrelated,7,1,1,FEASIBLE,True,0.02451157569885254,11,14,0.02451157569885254
2-20-2-uncorr-8.txt,2,20,0.2,uncorrelated,8,1,1,FEASIBLE,True,0.02699732780456543,13,16,0.02699732780456543
2-20-2-uncorr-9.txt,2,20,0.2,uncorrelated,9,1,1,FEASIBLE,True,0.0209958553314209,10,12,0.0209958553314209
2-20-2-weakcorr-0.txt,2,20,0.2,weakly_correlated,0,1,1,FEASIBLE,True,0.021004199981689453,10,12,0.021004199981689453
2-20-2-weakcorr-1.txt,2,20,0.2,weakly_correlated,1,1,1,FEASIBLE,True,0.026517868041992188,10,12,0.026517868041992188
2-20-2-weakcorr-2.txt,2,20,0.2,weakly_correlated,2,1,1,FEASIBLE,True,0.0279996395111084,13,16,0.0279996395111084
2-20-2-weakcorr-3.txt,2,20,0.2,weakly_correlated,3,1,1,FEASIBLE,True,0.03500771522521973,15,18,0.03500771522521973
2-20-2-weakcorr-4.txt,2,20,0.2,weakly_correlated,4,1,1,FEASIBLE,True,0.027512550354003906,14,16,0.027512550354003906
2-20-2-weakcorr-5.txt,2,20,0.2,weakly_correlated,5,1,1,FEASIBLE,True,0.024000167846679688,11,14,0.024000167846679688
2-20-2-weakcorr-6.txt,2,20,0.2,weakly_correlated,6,1,1,FEASIBLE,True,0.024999380111694336,12,14,0.024999380111694336
2-20-2-weakcorr-7.txt,2,20,0.2,weakly_correlated,7,1,1,FEASIBLE,True,0.036519765853881836,14,16,0.036519765853881836
2-20-2-weakcorr-8.txt,2,20,0.2,weakly_correlated,8,1,1,FEASIBLE,True,0.027468204498291016,12,16,0.027468204498291016
2-20-2-weakcorr-9.txt,2,20,0.2,weakly_correlated,9,1,1,FEASIBLE,True,0.02399730682373047,10,12,0.02399730682373047
2-20-5-strongcorr-0.txt,2,20,0.5,strongly_correlated,0,1,1,FEASIBLE,True,0.02500009536743164,12,14,0.02500009536743164
2-20-5-strongcorr-1.txt,2,20,0.5,strongly_correlated,1,1,1,FEASIBLE,True,0.03699541091918945,16,20,0.036351680755615234
2-20-5-strongcorr-2.txt,2,20,0.5,strongly_correlated,2,1,1,FEASIBLE,True,0.0549321174621582,18,24,0.0549321174621582
