seed,n,m,w_bar,u_bar,delta,regular,sum_w,sum_u,feasibility_repairs,brd_found_pne,brd_alpha,brd_time,zr_status,zr_gurobi_status,zr_mip_gap,zr_obj_bound,zr_runtime,zr_time,zr_eis_added_total,zr_eis_added_symmetric,zr_eis_added_core,zr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
0,4,4,10,12,0.2,FALSE,42,42,0,TRUE,1,0.007997751,OPTIMAL,2,0,51,0.021000385,0.028998137,0,0,0,0.015995741,51,OPTIMAL,51,0.014999866,1
0,4,4,10,13,0.2,FALSE,42,45,0,TRUE,1,0.079272985,OPTIMAL,2,5.45E-08,54.999997,0.088516235,0.167789221,0,0,0,0.089273691,55,OPTIMAL,55,0.165697336,1
0,4,4,11,11,0.2,FALSE,46,46,0,TRUE,1,0.008002043,OPTIMAL,2,0,47,0.023529291,0.031531334,0,0,0,0.017006159,47,OPTIMAL,47,0.014999628,1
0,4,4,11,12,0.2,FALSE,46,46,0,TRUE,1,0.007998228,OPTIMAL,2,0,51,0.027507782,0.03550601,0,0,0,0.018507242,51,OPTIMAL,51,0.02699399,1
0,4,4,11,13,0.2,FALSE,46,46,0,TRUE,1,0.020949125,OPTIMAL,2,0,55,0.032996416,0.053945541,0,0,0,0.033945799,55,OPTIMAL,55,0.015508175,1
0,4,4,11,14,0.2,FALSE,46,49,0,TRUE,1,0.042005301,OPTIMAL,2,0,58.99999709,0.202022076,0.244027376,2,0,2,0.051004648,59,OPTIMAL,59,0.142552853,1
0,4,4,12,12,0.2,FALSE,50,50,0,TRUE,1,0.008003473,OPTIMAL,2,0,51,0.036484003,0.044487476,0,0,0,0.025004864,51,OPTIMAL,51,0.01800704,1
0,4,4,12,13,0.2,FALSE,50,50,0,TRUE,1,0.008001566,OPTIMAL,2,0,55,0.026957273,0.034958839,0,0,0,0.017511129,55,OPTIMAL,55,0.014001369,1
0,4,4,12,14,0.2,FALSE,50,50,0,TRUE,1,0.007998466,OPTIMAL,2,0,59,0.024508715,0.032507181,0,0,0,0.016997576,59,OPTIMAL,59,0.016999722,1
0,4,4,12,15,0.2,FALSE,50,50,0,TRUE,1,0.008003235,OPTIMAL,2,0,64,0.026544571,0.034547806,0,0,0,0.016510248,64,OPTIMAL,64,0.019006968,1
0,4,4,13,13,0.2,FALSE,54,54,0,TRUE,1,0.008000851,OPTIMAL,2,0,55,0.029000282,0.037001133,0,0,0,0.016000986,55,OPTIMAL,55,0.018012762,1
0,4,4,13,14,0.2,FALSE,54,54,0,TRUE,1,0.009000778,OPTIMAL,2,0,59,0.028004885,0.037005663,0,0,0,0.016991377,59,OPTIMAL,59,0.02600503,1
0,4,4,13,15,0.2,FALSE,54,54,0,TRUE,1,0.013993263,OPTIMAL,2,0,64,0.028517485,0.042510748,0,0,0,0.02199316,64,OPTIMAL,64,0.020998955,1
0,4,4,13,16,0.2,FALSE,54,54,0,TRUE,1,0.009996891,OPTIMAL,2,0,68,0.028999329,0.03899622,0,0,0,0.01799655,68,OPTIMAL,68,0.018134832,1
0,4,4,14,14,0.2,FALSE,58,58,0,TRUE,1,0.008507967,OPTIMAL,2,0,59,0.032000303,0.04050827,0,0,0,0.016508579,59,OPTIMAL,59,0.020561695,1
0,4,4,14,15,0.2,FALSE,58,58,0,TRUE,1,0.008998394,OPTIMAL,2,0,64,0.031003237,0.040001631,0,0,0,0.016997576,64,OPTIMAL,64,0.020998716,1
0,4,4,14,16,0.2,FALSE,58,58,0,TRUE,1,0.011991739,OPTIMAL,2,0,68,0.029509306,0.041501045,0,0,0,0.021500826,68,OPTIMAL,68,0.028399467,1
0,4,4,14,17,0.2,FALSE,58,58,0,TRUE,1,0.013004065,OPTIMAL,2,0,72,0.047519207,0.060523272,0,0,0,0.025002003,72,OPTIMAL,72,0.030994177,1
0,4,4,15,15,0.2,FALSE,61,61,0,TRUE,1,0.023527622,OPTIMAL,2,0,64,0.039998531,0.063526154,0,0,0,0.031527758,64,OPTIMAL,64,0.040998936,1
0,4,4,15,16,0.2,FALSE,61,61,0,TRUE,1,0.016997814,OPTIMAL,2,0,68,0.041005135,0.058002949,0,0,0,0.024996281,68,OPTIMAL,68,0.031488895,1
0,4,4,15,17,0.2,FALSE,61,61,0,TRUE,1,0.018004417,OPTIMAL,2,0,72,0.042000532,0.06000495,0,0,0,0.032004595,72,OPTIMAL,72,0.020519257,1
0,4,4,15,18,0.2,FALSE,61,62,0,TRUE,1,0.118520737,OPTIMAL,2,0,76,0.074528217,0.193048954,0,0,0,0.128516197,76,OPTIMAL,76,0.06701088,1
0,4,5,5,4,0.2,FALSE,20,20,0,TRUE,1,0.006999731,OPTIMAL,2,0,20,0.02250886,0.029508591,0,0,0,0.017004013,20,OPTIMAL,20,0.015999794,1
0,4,5,6,5,0.2,FALSE,24,24,0,TRUE,1,0.007000685,OPTIMAL,2,0,27,0.016005278,0.023005962,0,0,0,0.016005278,27,OPTIMAL,27,0.016999245,1
0,4,5,7,6,0.2,FALSE,28,28,0,TRUE,1,0.008000135,OPTIMAL,2,0,32,0.016999245,0.02499938,0,0,0,0.01599884,32,OPTIMAL,32,0.019524813,1
0,4,5,8,7,0.2,FALSE,32,32,0,TRUE,1,0.007998943,OPTIMAL,2,0,37,0.019000053,0.026998997,0,0,0,0.015999556,37,OPTIMAL,37,0.01500535,1
0,4,5,9,8,0.2,FALSE,36,36,0,TRUE,1,0.008000612,OPTIMAL,2,0,42,0.01800108,0.026001692,0,0,0,0.016999722,42,OPTIMAL,42,0.012008429,1
0,4,5,10,8,0.2,FALSE,42,42,0,TRUE,1,0.019000769,OPTIMAL,2,0,42,0.019235849,0.038236618,0,0,0,0.027006388,42,OPTIMAL,42,0.012930155,1
0,4,5,10,9,0.2,FALSE,42,42,0,TRUE,1,0.009042263,OPTIMAL,2,0,47,0.022989511,0.032031775,0,0,0,0.018040419,47,OPTIMAL,47,0.012671471,1
0,4,5,11,9,0.2,FALSE,46,46,0,TRUE,1,0.00798583,OPTIMAL,2,0,47,0.021988869,0.029974699,0,0,0,0.015984535,47,OPTIMAL,47,0.024953127,1
0,4,5,11,10,0.2,FALSE,46,46,0,TRUE,1,0.009042263,OPTIMAL,2,0,56,0.020995378,0.030037642,0,0,0,0.017073631,56,OPTIMAL,56,0.01399374,1
0,4,5,12,10,0.2,FALSE,50,50,0,TRUE,1,0.009024858,OPTIMAL,2,0,56,0.021823406,0.030848265,0,0,0,0.017101049,56,OPTIMAL,56,0.015083551,1
0,4,5,12,11,0.2,FALSE,50,50,0,TRUE,1,0.021002531,OPTIMAL,2,0,61,0.022924423,0.043926954,0,0,0,0.030928135,61,OPTIMAL,61,0.016009808,1
0,4,5,13,11,0.2,FALSE,54,54,0,TRUE,1,0.011996508,OPTIMAL,2,0,61,0.025917053,0.037913561,0,0,0,0.020046949,61,OPTIMAL,61,0.028610468,1
